Text;True Label;Predicted Label;Correct;Probabilities
ser reavivado un recuerdo permanece conservada la carga en el sistema mnémico mientras que la alucinación no diferenciable de la percepción sólo surge cuando la carga no se limita a extenderse desde la huella mnémica al elemento del sistema p sino que pasa por completo a él los restos verbales proceden esencialmente de percepciones acústicas circunstancia que adscribe al sistema prec un origen sensorial especial al principio podemos dejar a un lado como secundarios los componentes visuales de la representación verbal adquiridos en la lectura e igualmente sus componentes de movimiento los cuales desempeñan tan sólo salvo para el sordomudo el papel de signos auxiliares la palabra es pues esencialmente el resto mnémico de la palabra oída no debemos sin embargo olvidar o negar llevados por una tendencia a la simplificación la importancia de los restos mnémicos ópticos de las cosas ni tampoco la posibilidad de un acceso a la conciencia de los procesos mentales por retorno a los restos visuales posibilidad que parece predominar en muchas personas el estudio de los sueños y el de las fantasías preconscientes observadas por j varendonck puede darnos una idea de la peculiaridad de este pensamiento visual en él sólo se hace consciente el material concreto de las ideas y en cambio no puede darse expresión alguna visual a las relaciones que las caracterizan especialmente no constituye pues sino un acceso muy imperfecto a la conciencia se halla más cerca de los procesos inconscientes que el pensamiento verbal y es sin duda más antigua que éste tanto ontogénica como filogénicamente así pues para volver a nuestro argumento si es éste el camino por el que lo inconsciente se hace preconsciente la interrogación que antes nos dirigimos sobre la forma en que hacemos pre consciente algo reprimido recibirá la respuesta siguiente hacemos pre consciente lo reprimido interpolando por medio de la labor analítica miembros intermedios preconscientes por tanto ni la conciencia abandona su lugar ni tampoco lo inc se eleva hasta lo ce la relación de la percepción exterior con el yo es evidente no así la de la percepción interior sigue pues la duda de si es o no acertado situar exclusivamente la conciencia en el sistema superficial pcc la percepción interna rinde sensaciones de procesos que se desarrollan en los diversos estratos del aparato anímico incluso en los más profundos la serie placer displacer nos ofrece el mejor ejemplo de estas sensaciones aún poco conocidas más primitivas y elementales que las procedentes del exterior y susceptibles de emerger aun en estados de disminución de la conciencia sobre su gran importancia y su base metapsicológica hemos hablado ya en otro contexto pueden proceder de distintos lugares y poseer así cualidades diversas y hasta contrarias las sensaciones de carácter placiente no presentan de por sí ningún carácter perentorio no así las;Freud;Freud;True;{'Freud': '1.000', 'Kant': '0.000'}
inhibición de sus instintos sexuales todas las energías que de otro modo aplicarían su labor cultural quedan reducidos a su propia lucha interior y paralizados para toda acción exterior se da en ellos el mismo caso que más adelante volveremos a hallar al ocuparnos de la abstinencia exigida en el tercer grado cultural dado un instinto sexual muy intenso pero perverso pueden esperarse dos desenlaces el primero que bastará con enunciar es que el sujeto permanezca perverso y condenado a soportar las consecuencias de su divergencia del nivel cultural el segundo es mucho más interesante y consiste en que bajo la influencia de la educación y de las exigencias sociales se alcanza sí una cierta inhibición de los instintos perversos pero una inhibición que en realidad no logra por completo su fin pudiendo calificarse de inhibición frustrada los instintos sexuales coartados no se exteriorizan ya desde luego como tales y en esto consiste el éxito parcial del proceso inhibitorio pero sí en otra forma igualmente nociva para el individuo y que le inutiliza para toda labor social tan en absoluto como le hubiera inutilizado la satisfacción inmodificada de los instintos inhibidos en esto último consiste el fracaso parcial del proceso fracaso que a la larga anula el éxito los fenómenos sustitutivos provocados en este caso por la inhibición de los instintos constituyen aquello que designamos con el nombre de nerviosidad y más especialmente con el de psiconeurosis los neuróticos son aquellos hombres que poseyendo una organización desfavorable llevan a cabo bajo el influjo de las exigencias culturales una inhibición aparente y en el fondo fracasada de sus instintos y que por ello sólo con un enorme gasto de energías y sufriendo un continuo empobrecimiento interior pueden sostener su colaboración en la obra cultural o tienen que abandonarla temporalmente por enfermedad calificamos a las neurosis de negativo de las perversiones porque contienen en estado de represión las mismas tendencias las cuales después del proceso represor continúan actuando desde lo inconsciente la experiencia enseña que para la mayoría de los hombres existe una frontera más allá de la cual no puede seguir su constitución las exigencias culturales todos aquellos que quieren ser más nobles de lo que su constitución les permite sucumben a la neurosis se encontrarían mejor si les hubiera sido posible ser peores la afirmación de que la perversión y la neurosis se comportan como un positivo o un negativo encuentra con frecuencia una prueba inequívoca en la observación de sujetos pertenecientes a una misma generación no es raro encontrar una pareja de hermanos en la que el varón es un perverso sexual y la hembra dotada como tal de un instinto sexual más débil una neurótica pero con la particularidad de que sus síntomas expresan las mismas tendencias que las perversiones del hermano más activamente sexual correlativamente en muchas familias son los hombres sanos pero inmorales hasta un punto indeseable y las mujeres nobles y refinadas pero gravemente nerviosas una de las más;Freud;Freud;True;{'Freud': '1.000', 'Kant': '0.000'}
interés especulativo de la razón y no su conocimiento lo que justi fica el que ella parta de un punto tan alejado de su esfera para contemplar desde él sus objetos en un todo completo en una misma suposición tenemos aquí una diferencia de modo de pensamiento que es bastante sutil pero de gran importancia en la filosofía trascendental puedo tener motivo suficiente para suponer algo de modo relativo suppositio relativa sin estar autorizado a suponerlo en términos absolutos suppositio absoluta esta distinción corresponde a los casos en que sólo se trata de un principio regulador cuya necesidad conocemos en sí misma pero no el origen de esta necesidad si suponemos un funda mento supremo es sólo con la intención de pensar más determinadamente la universali dad del principio como ocurre por ejemplo cuando concebimos como existente un ser que corresponde a una mera idea trascendental en efecto en este caso nunca puedo suponer la existencia de esa cosa en sí misma ya que ninguno de los conceptos que me permiten pensar un objeto como determinado son suficientes para ello aparte de que la idea misma excluye las condiciones de la validez objetiva de mis conceptos los con ceptos de realidad sustancia causalidad incluso los de necesidad en la existencia no poseen fuera del uso por el que hacen posible el conocimiento empírico de una cosa significado alguno que determine un objeto tales conceptos son pues aplicables para explicar la posibilidad de las cosas en el mundo de los sentidos pero no para explicar la posibilidad del universo mismo ya que este fundamento de explicación tendría que hallarse fuera del mundo y no podría por tanto ser un objeto de experiencia posible aunque no podemos suponer en sí mismo semejante ser inconcebible objeto de una simple idea sí podemos suponerlo en relación con el mundo sensible ya que si el mayor uso empírico posible de mi razón se basa en una idea de la unidad sistemáticamente completa a la que en seguida me referiré de forma más específica que si bien nunca es en sí misma adecuadamente representable en la experiencia es indispensablemente necesaria para aproximar la unidad empírica al máximo grado posible entonces no sólo estamos autorizados sino obligados a realizar esa idea es decir a ponerle un objeto real pero sólo como algo en general que desconocernos en sí mismo algo a lo que atribuimos sólo en cuanto fundamento de aquella unidad sistemática propiedades análogas a los conceptos del entendimiento en su uso empírico en analogía con las realidades mundanas con las sustancias con la causalidad y con la necesidad me repre sentaré pues un ser que posea todo esto en su máximo grado de perfección como esta idea no tiene otra base que mi tazón puedo concebir ese ser como una razón indepen diente que sea a través de las ideas de la máxima armonía y unidad causa del universo de esta suerte dejo a un lado todas las condiciones que limitan la idea con el único objetivo de hacer posible con el apoyo de ese fundamento primario la unidad sistemáti ca de la diversidad del universo y por medio de esta unidad el uso empírico más amplio posible de la razón por ello considero todas las relaciones como si fuesen disposiciones de una razón suprema de la que la nuestra no es sino una débil copia concibo pues este ser supremo por medio de simples conceptos que en realidad sólo poseen aplicación en el mundo sensible pero al no destinar esa suposición trascendental a otro uso que el relativo es decir a que suministre el sustrato de la mayor unidad posible de la experien;Kant;Kant;True;{'Freud': '0.001', 'Kant': '0.999'}
la humanidad sistema de la evolución mas por otro lado rechaza también el mero influjo mecánico de las causas exter nas como sendos fundamentos de explicación cla ramente insuficientes admitiendo un principio vital que se modifique internamente a sí mismo conforme a la diversidad de las circunstancias exteriores al ade cuarse a las mismas algo en lo que quien suscribe coincide plenamente con una salvedad si la causa que organiza desde dentro estuviera limitada por su naturaleza a un cierto número y grado de diferencias en el desarrollo de su criatura organización según la cual dicha causa no sería libre para modelar confor me a otro patrón en caso de modificarse las circuns tancias podría denominarse a esta determinación natural de la naturaleza configuradora gérmenes o disposiciones originarias sin considerar por ello a los primeros como dispositivos colocados en un principio que sólo se despliegan por casualidad y aisladamente cual capullos como en el sistema de la evolución sino como meras limitaciones inexplica bles de una facultad autoconfiguradora que tampo ak viii co podríamos explicar o hacer comprensible con el libro octavo se inicia un nuevo hilo argu mental que continúa hasta el final de esta segunda parte en el que se estudia el origen de la formación del hombre en cuanto criatura racional y moral abordando por consiguiente el comienzo de la cul tura el cual no ha de buscarse según el autor en la propia capacidad de la especie humana sino en teramente fuera de ella en una instrucción y ense ñanza por parte de otras naturalezas con este punto de partida el progreso de la cultura se convierte en una mera participación y propagación casual de una tradición originaria a la cual y no a sí mismo ha;Kant;Kant;True;{'Freud': '0.100', 'Kant': '0.900'}
inclinación natural innata y pasiones de la inclinación adquirida que surge de la cultura de los seres humanos las pasiones del primergénero son la inclinación a la libertad y la inclinación sexual ambas enlazadas con la emoción las del segundo género son el afán de honores el afán de dominio y el afán de poseer que no están ligadas a la vehemencia de una emoción sino a la persistencia de una máxima dirigida a ciertos fines aquéllas pueden llamarse pasiones ardientes passiones ardentes éstas como la avaricia pasiones frías fri gidae pero todas las pasiones son siempre apetitos de los seres humanos dirigidos solamente a seres humanos y no a cosas y por una porción de tierra fértil o por una vaca igualmente fértil a saber por la utilización de ellas se puede tener mucha inclinación pero no afección que consiste en la inclinación a la comunidad con otros y mucho menos una pasión a de la inclinación a la libertad como pasión es la más vehemente de todas en el hombre natu ral en un estado en que éste no puede evitar venir a tener pretensiones recíprocas con otros quien puede ser feliz sólo según la elección de otro sea éste todo lo benevolente que se quiera se siente con razón en español convendría poner aquí la palabra codicia no la empleamos para mantener el uso de;Kant;Freud;False;{'Freud': '0.593', 'Kant': '0.407'}
otro más interesante pero desagradable que se manifestó como perturbación de lo que se trataba de leer este ejemplo nos muestra que no son siempre fáciles de esclarecer fenómenos de la especie de esta equivocación en ocasiones llega a ser preciso aplazar para una época más favorable la solución del problema pero cuanto más difícil se presenta la labor de interpretación con más seguridad se puede esperar que la idea perturbadora una vez descubierta sea juzgada por nuestro pensamiento consciente como extraña y contradictoria un día recibí una carta en la que se me comunicaba una mala noticia inmediatamente llamé a mi mujer para transmitírsela informándola de que la pobre señora de wilhelm m había sido desahuciada por los médicos en las palabras con que expresé mi sentimiento debió de haber sin embargo algo que sonando a falso hizo concebir a mi mujer alguna sospecha pues me pidió la carta para verla haciéndome observar que estaba segura de que en ella no constaba la noticia en la misma forma en que yo se la había comunicado porque en primer lugar nadie acostumbra aquí designar a la mujer sólo por el apellido del marido y además la persona que nos escribía conocía perfectamente el nombre de pila de la citada señora yo defendí tenazmente mi afirmación alegando como argumento la redacción usual de las tarjetas de visita en las cuales la mujer suele designarse a sí misma por el apellido del marido por último tuve que mostrar la carta y efectivamente leímos en ella no sólo el pobre w m sino el pobre doctor w m cosa que me había escapado antes por completo mi equivocación en la lectura había significado un esfuerzo espasmódico por decirlo así encaminado a transportar del marido a la mujer la triste noticia el título incluido entre el adjetivo y el apellido no se adaptaba a mi pretensión de que la noticia se refiriese a la mujer y por tanto fue omitido en la lectura el motivo de esta falsificación no fue sin embargo el de que la mujer me fuese menos simpática que el marido sino la preocupación que la desgracia de éste despertó en mí con respecto a una persona allegada que padecía igual enfermedad más irritante y ridícula es otra equivocación en la lectura a la que sucumbo con gran frecuencia cuando en épocas de vacaciones me hallo en alguna ciudad extranjera y paseo por sus calles en otras ocasiones leo la palabra antigüedades en todas las muestras de las tiendas en las que consta algún término parecido equivocación en la que surge al exterior el deseo de hallazgos interesantes que siempre abriga el coleccionista bleuler relata en su importante obra titulada afectividad sugestibilidad paranoia pág el siguiente caso estando leyendo tuve una vez la sensación intelectual de ver escrito mi nombre dos líneas más abajo para mi sorpresa no hallé al buscarlo más que la palabra corpúsculos de la sangre blutkrperchen de los muchos millares de casos analizados por mí de equivocaciones en la lectura surgidas en palabras situadas tanto en el campo visual periférico como en el;Freud;Freud;True;{'Freud': '0.999', 'Kant': '0.001'}
ni siquiera en el cambio de objeto sino más bien en su exclusividad carácter que las hace incompatibles con el acto sexual como función procreadora desde el momento en que los actos perversos se subordinan a la realización del acto sexual normal a título de preparación o intensificación del mismo sería injusto seguir calificándolos de perversiones y claro es que la solución de continuidad que separa a la sexualidad normal de la sexualidad perversa queda muy disminuida merced a los hechos de este género deduciremos pues sin violencia ninguna que la sexualidad normal es un producto de algo que existió antes que ella y a expensas de lo cual hubo de formarse eliminando como inaprovechables algunos de sus componentes y conservando otros para subordinarlos a un nuevo fin o sea el de la procreación antes de utilizar los conocimientos que acabamos de adquirir sobre las perversiones para adentrarnos provistos de nuevos datos y esclarecimientos en el estudio de la sexualidad infantil quiero atraer vuestra atención sobre una importante diferencia que existe entre dichas perversiones y esta sexualidad la sexualidad perversa se halla generalmente centralizada de una manera perfecta todas las manifestaciones de su actividad tienden hacia el mismo fin que con frecuencia es único pues suele predominar una sola de sus tendencias parciales excluyendo a todas las demás o subordinándolas a sus propias intenciones desde este punto de vista no existe entre la sexualidad normal y la perversa otra diferencia que la de las tendencias parciales respectivamente dominantes diferencia que trae consigo la de los fines sexuales puede decirse que tanto en una como en otra existe una tiranía bien organizada siendo únicamente distinto el partido que la ejerce por el contrario la sexualidad infantil considerada en conjunto no presenta ni centralización ni organización pues todas las tendencias parciales gozan de iguales derechos y cada una busca el goce por su propia cuenta tanto la falta como la existencia de una centralización se hallan en perfecto acuerdo en el hecho de ser las dos sexualidades la perversa y la normal derivaciones de la infantil existen además casos de sexualidad perversa que presentan una semejanza todavía mayor con la sexualidad infantil en el sentido de que numerosas tendencias parciales persiguen o mejor dicho continúan persiguiendo sus fines independientemente unas de otras pero en estos casos será más justo hablar de infantilismo sexual que de perversión así preparados podemos abordar la discusión de una propuesta que no dejará de hacérsenos seguramente se nos dirá por qué os obstináis en dar el nombre de sexualidad a estas manifestaciones de la infancia indefinibles según vuestra propia confesión y de las que sólo mucho más tarde surge algo evidentemente sexual no sería preferible que contentándonos con la descripción fisiológica dijeseis simplemente que en el niño de pecho se observan actividades tales como el chupeteo y la retención de los excrementos que demuestran una tendencia a la consecución;Freud;Freud;True;{'Freud': '0.997', 'Kant': '0.003'}
los que había sido objeto en su infancia los celos del segundo grado o celos proyectados nacen tanto en el hombre como en la mujer de las propias infidelidades del sujeto o del impulso a cometerlas relegado por la represión a lo inconsciente sabido es que la fidelidad sobre todo la exigida en el matrimonio lucha siempre con incesantes tentaciones precisamente aquellos que niegan experimentar tales tentaciones sienten tan enérgicamente su presión que suelen acudir a un mecanismo inconsciente para aliviarla y alcanzan tal alivio e incluso una absolución completa por parte de su conciencia moral proyectando sus propios impulsos a la infidelidad sobre la persona a quien deben guardarla este poderoso motivo puede luego servirse de las percepciones que delatan los impulsos inconscientes análogos de la otra persona y justificarse entonces con la reflexión de que aquélla no es probablemente mucho mejor las costumbres sociales han tenido en cuenta prudentemente estos hechos y han dado cierto margen al deseo de gustar de la mujer casada y al deseo de conquistar del hombre casado esperando derivar así fácilmente la indudable inclinación a la infidelidad y hacerla inofensiva determinan que ambas partes deben tolerarse mutuamente esos pequeños avances hacia la infidelidad y consiguen por lo general que el deseo encendido por un objeto ajeno sea satisfecho en el objeto propio lo que equivale a un cierto retorno a la fidelidad pero el celoso se niega a reconocer esta tolerancia convencional no cree que sea posible una detención o un retomo en el camino de la infidelidad ni que el flirt constituye un seguro contra la verdadera infidelidad en el tratamiento de tales sujetos celosos ha de evitarse discutirles el material en el que se apoyan y sólo puede intentarse modificar su interpretación del mismo los celos surgidos por tal proyección tienen desde luego un carácter casi delirante pero no resisten a la labor analítica que descubre las fantasías inconscientes subyacentes cuyo contenido es la propia infidelidad mucho menos favorable resulta el caso de los celos del tercer grado o propiamente delirantes también éstos nacen de tendencias infieles reprimidas pero los objetos de las fantasías son de carácter homosexual los celos delirantes corresponden a una homosexualidad y ocupan con pleno derecho un lugar entre las formas clásicas de la paranoia como tentativa de defensa contra un poderoso impulso homosexual podrían ser descritos en el hombre por medio de la siguiente fórmula no soy yo quien le ama es ella en un caso de celos delirantes habremos de estar preparados a encontrar celos;Freud;Freud;True;{'Freud': '0.994', 'Kant': '0.006'}
extraordinario interés pero luego al llegar al teatro descubrió que había perdido su billete después supuso que lo había tirado en unión del billete del tranvía al bajar de éste esta señora se precia de ordinario de no perder nunca nada por descuido o distracción y por tanto debe aceptarse la existencia de un motivo en otro caso de pérdida que le sucedió y es el siguiente habiendo llegado a un balneario decidió hospedarse en una pensión en la que ya había estado otra vez recibida como antigua conocida de la casa fue bien hospedada y cuando quiso satisfacer el importe de su estancia se le dijo que debía considerarse como invitada no teniendo por tanto nada que pagar cosa que no lo encontró propio sólo se le consintió que dejase una propina destinada a la camarera que le había servido para hacerlo así abrió su bolso y extrajo de él un billete que dejó sobre la mesa de su cuarto por la noche el criado de la pensión fue a llevarle otro billete de cinco marcos que había hallado debajo de la mesa y que según creía la dueña de la pensión debía de pertenecerle este billete tuvo que caer al suelo al sacar del bolso el otro para la camarera la señora no quería pues dejar de pagar su cuenta en un largo estudio la pérdida de objetos como acto sintomático en zentralblatt f psychoanalyse i ha declarado otto rank con ayuda de análisis de sueños la profunda motivación de estos actos y la tendencia sacrificadora que constituye su fundamento es muy interesante en el referido trabajo de rank su afirmación de que no sólo el perder objetos aparece determinado sino también el encontrarlos la observación de rank que a continuación transcribo nos da el sentido en que su hipótesis debe comprenderse es claro que en los casos de pérdidas se conoce el objeto y por el contrario en los de hallazgos es aquél el que tiene que ser buscado internat zeitschrift fur psychoanalyse iii una muchacha que dependía económicamente de sus padres deseaba comprarse un objeto de adorno al preguntar en una tienda por el precio del objeto deseado se enteró con desilusión de que sobrepasaba la cantidad a que ascendían sus ahorros tan sólo dos coronas eran las que le faltaban privándola de aquella pequeña alegría melancólicamente regresó a su casa a través de las calles de la ciudad llenas de animación en aquella hora crepuscular en una de las plazas más frecuentadas fijó de pronto su atención a pesar de que según decía al relatar el suceso iba abstraída en sus pensamientos en un pequeño papel que había en el suelo y sobre el cual acababa de pasar sin haberlo visto antes se volvió y lo recogió viendo con sorpresa que era un billete de dos coronas doblado por la mitad su primer pensamiento fue el de que aquel billete se lo había deparado el destino para que pudiese comprarse el ansiado adorno y emprendió de nuevo el camino hacia la tienda para seguir aquella indicación de la fortuna mas en el mismo momento cambió de intención pensando que el dinero encontrado es un dinero de buena suerte que no debe gastarse el pequeño;Freud;Freud;True;{'Freud': '0.991', 'Kant': '0.009'}
este mundo como el todo más perfecto posible y por consiguiente para ello conocer todos los mundos posibles para poderlos comparar con éste y ser por tanto omniscientes para decir que este mundo sólo es posible por un dios tal y como nosotros tenemos que pensar este con cepto pero conocer la existencia de este ser por simples con ceptos es absolutamente imposible porque toda proposición de existencia es decir aquélla que dice de un ser del cual yo me formo un concepto que existe es una proposición sintética es decir una en la cual yo salgo de aquel concepto y digo más de él que lo que fue pensado en el concepto a saber que a este concepto en el entendimiento corresponde además un objeto pues to fuera del entendimiento cosa que es manifiestamente impo sible producir por cualquier conclusión así pues no queda más que un solo procedimiento a la razón para alcanzar este cono cimiento a saber que ella como razón pura partiendo del prin cipio superior de su uso puro práctico dirigido éste además sólo a la existencia de algo como consecuencia de la razón deter mine su objeto y entonces muéstrase en su problema inevitable a saber la dirección necesaria de la voluntad hacia el supremo bien no sólo la necesidad de aceptar ese ser primero en relación con la posibilidad de este bien en el mundo sino lo que es más notable aún algo que faltaba en absoluto al progreso de la razón en el camino de la naturaleza es a saber un concepto exacta mente determinado de este ser primero como nosotros sólo conocemos este mundo en una pequeña parte y aún menos po dríamos compararlo con todos los mundos posibles podemos sí concluir de su orden finalidad y grandeza a un creador sabio bueno poderoso etc del mismo pero no a su omnisciencia bondad infinita omnipotencia etc se puede también admitir que se está facultado para completar estas faltas inevitables por medio de una hipótesis permitida enteramente racional a saber que si en tantas partes como se ofrecen a nuestro próximo co nocimiento brillan la sabiduría la bondad etc en todas las demás deberá ser así y es pues racional atribuir al creador del mundo toda la perfección posible pero estas no son conclusiones por las que podamos enaltecer nuestra penetración sino sólo derechos que se nos puede conceder y;Kant;Kant;True;{'Freud': '0.000', 'Kant': '1.000'}
es imposible manejar psíquicamente el ataque epiléptico pasa a ser de este modo un síntoma de la histeria y es adaptado y modificado por ella lo mismo que por la derivación sexual normal es por tanto acertado distinguir entre una epilepsia orgánica y una epilepsia afectiva prácticamente esta distinción significa que quien padece la primera es un enfermo del cerebro y quien padece la segunda un neurótico en el primer caso la vida anímica sufre una perturbación ajena a ella y procedente del exterior en el segundo la perturbación es una manifestación de la vida anímica misma es muy probable que la epilepsia de dostoyevski fuera de este segundo género pero no es hacedero probarlo rigurosamente pues tendríamos que poder insertar la primera aparición y las oscilaciones posteriores de los ataques en el conjunto de su vida anímica y no poseemos datos bastantes para ello las descripciones de los ataques mismos no nos ilustran nada y las noticias que poseemos sobre las relaciones entre los ataques y las vivencias del sujeto son insuficientes y a veces contradictorias la hipótesis más verosímil es la de que los ataques comenzaron muy pronto ya en la niñez de dostoyevski siendo primeramente representados por síntomas benignos y adoptando luego la forma epiléptica cuando a los dieciocho años de edad sufrió el sujeto la conmoción de una terrible vivencia el asesinato de su padre sería muy adecuado que durante el tiempo de su encarcelamiento en siberia hubieran remitido por completo los ataques pero otros datos contradicen tal hipótesis la indiscutible relación existente entre el asesinato del padre en los hermanos karamazof y el destino del padre de dostoyevski ha sido recogida por más de un biógrafo y los ha movido a referirse a una cierta orientación psicológica moderna el psicoanálisis pues a él se alude con tales palabras tiende a ver en este suceso el trauma más grave y en la reacción de dostoyevski a él la piedra angular de su neurosis ahora bien al tratar de fundamentar psicoanalíticamente esta tesis temo resultar incomprensible a los lectores poco o nada familiarizados con las doctrinas y la terminología de nuestra disciplina tenemos un punto de partida seguro conocemos el sentido de los primeros ataques de dostoyevski en sus años jóvenes mucho antes de la aparición de la epilepsia estos ataques significan la muerte eran precedidos de accesos de miedo a morir y consistían en estados de sueño letárgico la enfermedad se apoderó de él inicialmente siendo aún un niño bajo la forma de una profunda melancolía repentina e inmotivada un sentimiento según el mismo dostoyevski cuenta luego a su amigo strachoff como si fuera a morirse al instante y efectivamente a tal sentimiento seguía un estado análogo a la verdadera muerte su hermano andrés cuenta que ya en años infantiles fedor solía dejar al lado de su cama antes de acostarse una nota en la que expresaba su temor de caer durante la noche en un estado letárgico análogo a la muerte y rogaba que si así sucedía no le enterraran;Freud;Freud;True;{'Freud': '1.000', 'Kant': '0.000'}
los complejos del durmiente pero cuál es la utilidad de esta observación en lugar de ayudarnos a comprender el sueño nos proporciona únicamente como el experimento de asociación el conocimiento de tales complejos mas no nos revela lo que los mismos tienen que ver con el sueño tenéis razón pero hay una cosa en que no os habéis fijado y que es precisamente el motivo que me ha impedido tomar el experimento de asociación como punto de partida de esta exposición en este experimento somos en efecto nosotros los que escogemos arbitrariamente uno de los factores determinantes de la reacción o sea la palabraestímulo la reacción aparece entonces como un enlace entre la palabra estímulo y el complejo que la misma despierta en el sujeto del experimento en cambio en el sueño la palabraestímulo queda reemplazada por algo que procede de la vida psíquica del durmiente aunque de fuentes por él ignoradas y este algo pudiera muy bien ser a su vez producto de un complejo así pues no es aventurado admitir que las ideas ulteriores que se enlazan a los elementos de un sueño se hallan también determinadas por el complejo correspondiente a dicho elemento y pueden en consecuencia ayudarnos a descubrir tal complejo permitidme mostraros con un ejemplo que las cosas suceden realmente de este modo el olvido de nombres propios implica operaciones que constituyen un excelente modelo de aquellas que hemos de realizar en el análisis de un sueño con la única reserva de que en los casos de olvido se halla reunido en una sola y misma persona aquello que en la interpretación onírica aparece distribuido entre dos distintas cuando momentáneamente hemos olvidado un nombre no por ello dejamos de poseer la certidumbre de que lo conocemos certidumbre que el sujeto del sueño no poseerá sino después que le ha sido inspirada por un medio indirecto esto es por el experimento de bernheim pero el nombre olvidado y sin embargo conocido no nos es accesible por muchos esfuerzos que hagamos para evocarlo no lograremos conseguirlo lo que sí podremos en cambio es evocar siempre en lugar del nombre olvidado aquel o aquellos nombres sustitutivos que acudan espontáneamente a nuestra imaginación circunstancia que hace evidente la analogía de esta situación con la que se da en el análisis de un sueño el elemento del sueño no es tampoco algo auténtico sino tan sólo un sustitutivo de algo que no conocemos y que el análisis debe revelarnos la única diferencia que existe entre las dos situaciones es la de que en el olvido de un nombre reconocemos inmediatamente sin vacilar que los nombres evocados no son sino sustitutivos mientras que en lo que concierne al elemento del sueño no llegamos a esta convicción sino después de largas y penosas investigaciones también en los casos de olvido de nombres tenemos un medio de hallar el nombre verdadero olvidado y sumido en lo inconsciente cuando concretando nuestra atención sobre los nombres sustitutivos hacemos surgir con relación a ellos otras ideas llegamos siempre después de rodeos más o menos largos hasta;Freud;Freud;True;{'Freud': '1.000', 'Kant': '0.000'}
de sorprendente el que también el psicoanálisis pueda demostrarnos la importancia que nuestros cuentos populares han adquirido en la vida psíquica de nuestros niños en algunas personas el recuerdo de sus cuentos favoritos sustituye los recuerdos de la propia infancia los cuentos se han convertido simplemente en recuerdos encubridores pero los elementos y las situaciones de estos cuentos también se encuentran con frecuencia en los sueños y al tratar de interpretar los pasajes respectivos los pacientes asocian los cuentos que para ellos vienen al caso quiero exponer aquí dos ejemplos de esta comprobación harto frecuente pero sólo podré esbozar ligeramente las relaciones entre los cuentos y la historia infantil o la neurosis del soñante exponiéndome al riesgo de destruir los nexos más valiosos para el analista i sueño de una mujer joven que hace pocos días recibió la visita de su marido se encuentra en un cuarto completamente castaño una pequeña puerta da a una escalera empinada por la cual entra al cuarto un curioso hombrecillo con cabellos blancos calva y nariz roja que se pone a bailotear ante ella con actitudes muy cómicas yéndose luego escalera abajo está vestido con una prenda color gris que permite reconocer todas sus formas corrección lleva un largo gabán negro y un pantalón gris análisis los rasgos físicos del hombrecillo concuerdan fielmente con los de su suegro pero inmediatamente se le ocurre el cuento de rompelimpón que bailotea tan cómicamente como el hombrecillo del sueño revelando así su nombre a la reina y perdiendo con ello su derecho al primer hijo de ésta de modo que en su cólera termina por partirse en dos el día anterior al sueño ella misma había sentido tal rabia contra su marido que dijo podría partirlo en dos el cuarto castaño;Freud;Freud;True;{'Freud': '1.000', 'Kant': '0.000'}
